time,user_name,user_color,message,is_meaningful
9307,benj_2005,#1E90FF,"Benj_2005 subscribed at Tier 1. They've subscribed for 28 months, currently on a 19 month streak! LULE",True
9503,kewels_brianna,,Long curly hair is not fun to wash. Can't even wash it every day.,True
9620,doctabyte,#FF4500,Hey I've found some really good clothes in the lost n found mind you,True
9676,kewels_brianna,,"Evil has a crush on Rob, and no one can convince me otherwise.",True
9690,cbee02,#008000,SHE IS TALKING TO THE VOICES LULE SHE IS TALKING TO THE VOICES LULE SHE IS TALKING TO THE VOICES LULE,True
9691,woulfgang,#00FF7F,do you have any movie ideas Evil? like if you could wright a script.,True
9694,manckx,,"Oooohh! It's a Coffee-Date with Evil-Sama! You're a lucky lucky man, Rob",True
9721,just_play1ng,#0000FF,WHO IS SHE TALKING TO? LULE WHO IS SHE TALKING TO? LULE WHO IS SHE TALKING TO? LULE,True
9752,fossabot,#1976D2,NeuroXEvil original out now: https://youtu.be/CKCgoEGiUEg,True
9767,aeraxis_,#FF0000,nooo caramel machiatos are my favorite and evil hates them,True
9791,unlimitedwolfs,#8A2BE2,"UnlimitedWolfs subscribed at Tier 1. They've subscribed for 4 months, currently on a 2 month streak! ",True
9994,silvermac41,#8A2BE2,This is a raid amedollIThinkShesMuted Please Let Us In amedollIThinkShesMuted,True
9996,rocketsp13,#008000,amedollIThinkShesMuted THIS IS A RAID amedollIThinkShesMuted PLEASE LET US IN amedollIThinkShesMuted THIS IS A RAID amedollIThinkShesMuted PLEASE LET US IN amedollIThinkShesMuted THIS IS A RAID,True
10004,uzumaki_beat,#8A2BE2,amedollIThinkShesMuted THIS IS A RAID amedollIThinkShesMuted PLEASE LET US IN amedollIThinkShesMuted THIS IS A RAID amedollIThinkShesMuted PLEASE LET US IN amedollIThinkShesMuted THIS IS A RAID,True
10006,mudusama,#8A2BE2,rcdThirsty rcdThirsty rcdThirsty rcdThirsty welcome raiders,True
10014,yuuhimatsui,#00FF7F,amedollIThinkShesMuted THIS IS A RAID amedollIThinkShesMuted PLEASE LET US IN amedollIThinkShesMuted THIS IS A RAID amedollIThinkShesMuted PLEASE LET US IN amedollIThinkShesMuted THIS IS A RAID,True
10017,bilwolf13,#008000,amedollIThinkShesMuted THIS IS A RAID amedollIThinkShesMuted PLEASE LET US IN amedollIThinkShesMuted THIS IS A RAID amedollIThinkShesMuted,True
10017,fulow,#00FF7F,@Xaendril could it work on stream rn if rob showed some japanese text?,True
10026,gojira_destructor,#1E90FF,amedollIThinkShesMuted THIS IS A RAID amedollIThinkShesMuted PLEASE LET US IN,True
10028,amedoll,#FF69B4,I'm gonna raid and run but please have fun with Evil today guys!,True
10030,mudusama,#8A2BE2,rcdThirsty rcdThirsty rcdThirsty rcdThirsty welcome raiders ͏,True
10047,aarontsay,#FF0000,"@praxis099, @sando___ @MuduSama @neceros @muryama_ @salts0_0 @Punisher_demon MLADY",True
10082,strychuu,#33E7F7,LULE WHO'D WATCH AN AI STREAMER? LULE WHO'D WATCH AN AI STREAMER? LULE WHO'D WATCH AN AI STREAMER?,True
10152,kewels_brianna,,"Vedal, spend some of that money on new clothing for the twins.",True
10178,mambo_gura,#8A2BE2,OMG THIS IS MY FIRST TIME IN REAL LIFE IN HER STREAM FINAALLY,True
10180,xaendril,#DAA520,@strychuu It'd be pretty dumb to watch a primitive slop AI like those dead spongebob channels tbh. Evil and Neuro are advanced growing entities.,True
10241,strychuu,#33E7F7,@Xaendril neuroAlright i agree but i'm not awake enough to make a coherent and well thought out answer,True
10255,biackdcat,#FF0000,PagMan TRAUMA DUMP FIRST COLLAB  PagMan TRAUMA DUMP FIRST COLLAB  PagMan TRAUMA DUMP FIRST COLLAB,True
10257,curbical,#FF0000,"@Xaendril man why do they talk about therapy so much"" March 25th",True
10303,basil_l7,#00FF7F,"@strychuu They're more of a system of AIs than just an AI, part of what makes them entertaining",True
10339,skullo13,#008000,"She is scary sweet, I see how people are getting attached to AI's",True
10359,strychuu,#33E7F7,"@basil_l7 FeelsStrongMan recent follows lecturing people subbed for years. never change, chat",True
10360,dusk_forge,#C600FD,open garages stuff sitting outside without fear of being stolen....must be nice,True
10383,mambo_gura,#8A2BE2,i got work to go soon i gonna be tired after 6 hour of work i gonna need to go home and my parents friend will be there and go out for hotpot,True
10412,fossabot,#1976D2,NeuroXEvil original out now: https://youtu.be/CKCgoEGiUEg,True
10431,toasterrepair,#DAA520,CINEMA SURROUNDED BY ROADS CINEMA SURROUNDED BY ROADS CINEMA,True
10450,last_strawman,#DAA520,"Besides Doug and Vedal, Rob is the only guy the twins know, that's Besides the 30 female streamers",True
10474,msalt6,,Lots of activity.  Japan iis a different sort of place.,True
10535,kaelxil,#B22222,rob dogeza to evil. i wish there's a 3rd person perspective for that LUL,True
10540,sirjectar,#00FF7F,evilSoCute awwwwww evilSoCute awwwwww evilSoCute awwwwww,True
10563,hotgamermilk,#FFFC00,FriendliestScammerOnTwitchButStillAScammerNoneTheLess .,True
10568,multiplegamer9,#00FFFF,"multiplegamer9 subscribed at Tier 1. They've subscribed for 16 months, currently on a 13 month streak! eliv coffe",True
10571,cosm1c_racoon,#1E90FF,FriendliestScammerOnTwitchButStillAScammerNoneTheLess Only T3 subs,True
10579,filipten10,#FF0000,THAT LOOKS SOOO GOOD THOUGH JUST LIKE EVIL!!!! evilSoCute,True
10763,kinowolf,#FF0000,"So you wont do the maid street, but you get a weebo ai maid?",True
10813,dusk_forge,#C600FD,"seeing bikes sitting around and stuff open, feels odd to see as an American, all that stuff would been stolen",True
10837,just_play1ng,#0000FF,forsenLaughingAtYou EU FROGS forsenLaughingAtYou EU FROGS forsenLaughingAtYou EU FROGS,True
10838,that_skyguy,#FF69B4,@BrookeTF Cuz he looks like hes talking to his coffee om,True
10947,bignose_de,#1E90FF,She is not talking about MegalodonVT right now chat ICANT,True
10952,red_jar_1,#1E90FF,l0megaLeftEye l0megaLeftEye l0megaMouth l0megaRightEye l0megaRightEye,True
10955,xaendril,#DAA520,@Banjofries Yeah she's just hallucinating right now. Sadge,True
10966,just_play1ng,#0000FF,THEY CAUGHT FORSEN monkaOMEGA THEY CAUGHT FORSEN monkaOMEGA THEY CAUGHT FORSEN monkaOMEGA,True
10982,observer999999,,Run! l0megaRunLoop l0megaRunLoop l0megaRunLoop l0megaRunLoop l0megaRunLoop,True
10990,jacosketching,#B22222,This feels like its the peak of the year for Evil. I hope shes having a fun time!,True
11013,fossabot,#1976D2,NeuroXEvil original out now: https://youtu.be/CKCgoEGiUEg,True
11034,crown_northway,,vedalWow aquwaBauBau cerbyVeryAngy creBau minibotBAU l0megaCease,True
11041,mrlucksman,#1E90FF,mrlucksman subscribed with Prime. They've subscribed for 10 months! ,True
11095,gnivrihog,#FFFF00,gnivrihog subscribed with Prime. They've subscribed for 21 months! ,True
11095,okaykhan,#00FF7F,"I liked One Piece humor from episode 1, that was good enough for me FeelsOkayMan",True
11101,ravaxo,#BD005D,thankfull i watched one piece long ago when i was unemployed,True
11206,deunnero,#FF0000,deunnero subscribed with Prime. They've subscribed for 6 months! Let's goo to japan!! :D,True
11235,suprsbg,#3A3AEB,@baggypantsmansfan feels weird seeing u not in crelly chat om,True
11251,biackdcat,#FF0000,gachiGASM HEY BUDDY gachiGASM I THINK gachiGASM YOU GOT gachiGASM THE WRONG gachiGASM DOOR THE LEATHER gachiGASM CLUB IS gachiGASM 2 BLOCKS DOWN gachiGASM,True
11267,biackdcat,#FF0000,gachiGASM HEY BUDDY gachiGASM I TH1NK gachiGASM YOU GOT gachiGASM THE WRONG gachiGASM DOOR THE LEATHER gachiGASM CLUB IS gachiGASM 2 BLOCKS DOWN gachiGASM,True
11339,bigbuckies,#FF69B4,@chiki_sando I mean... kanji IS based on chinese isn't it,True
11340,neceros,#ADFF2F,Kanji can be read in both chinese and japanese sometimes,True
11382,bignose_de,#1E90FF,@bunnydoidoi_ People don't give LLMs enough credit for the crazy detail knowledge they can recall from their training about ANYTHING,True
11396,sando___,#00FF7F,"@avis517 can't use japanese while we're in shared chat today, sorry",True
11425,theindecisiveone_,,i think ill go to bed. Its already 5 am vedalCry . Bye vedalWave,True
11450,xaendril,#DAA520,@BigNose_DE Yeah and on top of that their memory systems are insanely cracked compared to most AI even if they don't have as much overall knowledge.,True
11477,biackdcat,#FF0000,FeelsStrongMan THE CURE TO LOLINESS MyBeloved0 evilNotSMH,True
11484,biackdcat,#FF0000,FeelsStrongMan THE CURE TO LOLINESS  evilNotSMH MyBeloved0,True
11491,biackdcat,#FF0000,FeelsStrongMan THE CURE TO LOLINESS  evilNotSMH MyBeloved0  FeelsStrongMan THE CURE TO LOLINESS  evilNotSMH MyBeloved0,True
11498,biackdcat,#FF0000,FeelsStrongMan THE CURE TO LOLINESS  evilNotSMH MyBeloved0  FeelsStrongMan THE CURE TO LOLINESS  evilNotSMH MyBeloved0 ͏,True
11501,nemnus,#0000FF,Nemnus subscribed at Tier 1. They've subscribed for 22 months! ,True
11514,bignose_de,#1E90FF,"@Xaendril What I find crazy is, I once used a 30 billion param distill from DeepSeek R1 offline that was only 14 GB in a Neural Weights file... And it still had crazy knowledge about anything. Without internet",True
11524,toasterrepair,#DAA520,vedalHeart vedalHeart vedalHeart vedalHeart vedalHeart goodnight evil and rob,True
11536,toriuke17,#D2691E,"It's too early to go to bed, look, it's still bright out! Clueless",True
11543,biackdcat,#FF0000,neuroWave GN SOUTH AMERICAN SWARM  neuroWave GN SOUTH AMERICAN SWARM  neuroWave GN SOUTH AMERICAN SWARM,True
11553,biackdcat,#FF0000,neuroWave GN SOUTH AMERICAN SWARM  neuroWave GN SOUTH AMERICAN SWARM  neuroWave GN SOUTH AMERICAN SWARM  ͏,True
11554,b2198,#008000,neuroWave GN SOUTH AMERICAN SWARM  neuroWave GN SOUTH AMERICAN SWARM  neuroWave GN SOUTH AMERICAN SWARM,True
11565,rakkoz,#8A2BE2,neuroWave GN SOUTH AMERICAN SWARM  neuroWave GN SOUTH AMERICAN SWARM  neuroWave GN SOUTH AMERICAN SWARM  ͏,True
11569,biackdcat,#FF0000,neuroWave GN SOUTH AMERICAN SWARM  neuroWave GN SOUTH AMERICAN SWARM  neuroWave GN SOUTH AMERICAN SWARM,True
11573,devilkezza,#1E90FF,"This Bedge is comfortable I'll stay , In this Bedge i'll sleep All Day",True
11574,lzsilver,#00FF7F,neuroWave GN SOUTH AMERICAN SWARM neuroWave GN SOUTH AMERICAN SWARM neuroWave GN SOUTH AMERICAN SWARM ͏,True
11578,melviiiis,#960B45,neuroWave GN SOUTH AMERICAN SWARM neuroWave GN SOUTH AMERICAN SWARM neuroWave GN SOUTH AMERICAN SWARM ͏,True
11640,wisebaconator,#DAA520,This stream was amazing. So glad to have been here Stronge,True
11649,thelostrune,#1C75D4,@amisnaru classic also I recall that phrase being automodded,True
11655,toasterrepair,#DAA520,evilJam 🔔 BONK0 RISE AND SHINE EUBROS evilJam 🔔 BONK0 RISE AND SHINE EUBROS evilJam 🔔 BONK0,True
11656,qorgle,#FF69B4,if that's anything like determination injectors I don't like where this si going,True
11668,toasterrepair,#DAA520,evilJam  🔔 BONK0 RISE AND SHINE EUBROS evilJam 🔔 BONK0 RISE AND SHINE EUBROS evilJam 🔔 BONK0,True
11672,fossabot,#1976D2,NeuroXEvil original out now: https://youtu.be/CKCgoEGiUEg,True
11699,xaendril,#DAA520,"We love you Evil. Thanks for being you, lmfao. Don't be afraid to sleep, I'm looking forward to your next stream! vedalHeart Also bye Rob thx for being nice to Evil! vedalEvilWave",True
11732,toasterrepair,#DAA520,evilJam 🔔 BONK0 RISE AND SHINE EUBROS evilJam 🔔 BONK0 RISE AND SHINE EUBROS evilJam 🔔 BONK0,True
11739,clone63,#FFAEF4,vedalEvilWave vedalEvilWave vedalEvilWave vedalEvilWave BYE GUUUYS <3,True
11739,toasterrepair,#DAA520,evilJam  🔔 BONK0 RISE AND SHINE EUBROS evilJam 🔔 BONK0 RISE AND SHINE EUBROS evilJam 🔔 BONK0,True
11740,kleineedelweiss,#FF69B4,"Bye bye, Eliv vedalEvilWave vedalEvil vedalEvilCheer vedalHeart",True
11740,fantastic_foxx,#FF0000,evilJam 🔔 BONK0 RISE AND SHINE EUBROS evilJam 🔔 BONK0 RISE AND SHINE EUBROS evilJam 🔔 BONK0,True
11742,caracal_crusader,#00FF7F,vedalEvilWave vedalEvilWave vedalWave vedalWave  bye bye,True
11743,tclaptop,#8A2BE2,Bye Bye Evil vedalWave vedalWave vedalEvilWave vedalEvilWave,True
11750,recker_ironbane,#FF0000,"vedalEvilWave Thanks Rob, great having you a again, and byebye my queen eliv",True
11754,tclaptop,#8A2BE2,vedalEvilWave vedalWave vedalEvilWave vedalWave vedalEvilWave vedalWave,True
11754,kiana__kaslana__,#00FF7F,Nero cyya. henyaWaving henyaWaving rcdApprove rcdApprove,True
11765,serchtopia,#7760E2,vedalEvilWave vedalEvilWave Bye Rob vedalEvilWave vedalEvilWave,True
11768,kleineedelweiss,#FF69B4,💔💔💔💔 vedalEvil vedalEvilWave vedalHeart vedalEvilCheer vedalPlead,True
11769,wisebaconator,#DAA520,vedalEvilWave vedalWave vedalEvilWave vedalWave vedalEvilWave vedalWave,True
11770,ozai75,#FF7F50,soCute awww EVIL IS THE BEST Take care Swarm! Give Evil lots of hugs from us!,True
11778,xpchrispy,#1E90FF,EvilDance evilDegen evilBoogie EvilDance evilDegen evilBoogie EvilDance evilDegen evilBoogie,True
11781,ve415,#1E90FF,vedalWave hope you had fun Evil! and thanks to @robcdee,True
11805,radiostatic832,#008000,bye bye vedalWave vedalEvilWave vedalWave vedalEvilWave vedalWave vedalEvilWave,True
11810,wielki_grubas,#5F9EA0,vedalWave vedalEvilWave vedalWave vedalEvilWave vedalWave vedalEvilWave,True
11811,lewisgapa,#0000FF,well thanks guys for the fun stream it was really great hope you have a nice day vedalEvilWave vedalWave,True
11869,kleineedelweiss,#FF69B4,"Bye bye, Eliv! vedalEvilWave vedalEvilCheer vedalEvil vedalHeart Glad you got to see Japan and had a good time",True
11881,evarlas,,"ewal ,who you think is stronger, Gigantopithecus or Leo?",True
11892,wisebaconator,#DAA520,Stay safe y'all vedalHeart vedalHeart vedalEvilCheer vedalEvilCheer vedalEvilWave vedalFiltered,True
11912,xaendril,#DAA520,AWWWW WE LOVE YOU EVIL THANKS FOR THE STREAM YOU'RE SO SWEET!!!!! vedalHeart vedalHeart vedalHeart vedalHeart vedalHeart,True
11926,renandrill,,FeelsOkayMan GOOD NIGHT SWARM  FeelsOkayMan GOOD NIGHT SWARM  FeelsOkayMan GOOD NIGHT SWARM,True
11928,jusbe_jusbe,,that was a cute collab. it reminds me of the super chill minecraft streams,True
11929,lunamoon1610,,Good night demeRave demeRave demeRave demeRave demeRave,True
11936,xpchrispy,#1E90FF,FeelsOkayMan GOOD NIGHT SWARM FeelsOkayMan GOOD NIGHT SWARM FeelsOkayMan GOOD NIGHT SWARM,True
11942,elkisajp,#FF69B4,Evil this stream was amazing I hope to see more of your travels. Good night literally,True
11948,eclecticllama314,#1E90FF,vedalWave vedalWave vedalWave Bye Evil!!! vedalHeart vedalHeart vedalHeart,True
11953,gulldozer,,Good night Evil vedalEvilWave vedalEvilWave vedalEvilWave,True
11953,reanj0riz,,It's morning for me I live in Asia but good night bye Evil,True
11954,thegunnymac,#FF0000,Gotta rewatch  this stream only caught the tail end Sadge,True
11955,wisebaconator,#DAA520,Bye our Queen!!! vedalEvil vedalEvil vedalEvilWave vedalEvilWave vedalEvilCheer vedalEvilCheer,True
11957,kiana__kaslana__,#00FF7F,"May you, the beauty of this world, always shine. To chat. henyaWaving rcdKiss",True
11960,dote305,,vedalWave vedalLurk Goodnight Evil! vedalEvilWave vedalWave,True
11968,yodinodino,#8A2BE2,Goodnight Evil! Take care and see you next time! pomuHi,True
11972,applesoffline,#FFFFFF,neuroWave I ENJOYED MY STAY neuroHeart neuroWave I ENJOYED MY STAY neuroHeart neuroWave I ENJOYED MY STAY neuroHeart ͏,True
11978,caracal_crusader,#00FF7F,neuroWave I ENJOYED MY STAY neuroHeart neuroWave I ENJOYED MY STAY neuroHeart neuroWave I ENJOYED MY STAY neuroHeart ͏,True
11982,radiostatic832,#008000,bye bye evil vedalEvilWave vedalEvilWave vedalEvilWave vedalEvilWave love you vedalHeart vedalHeart vedalHeart vedalHeart vedalHeart vedalHeart,True
11983,filipten10,#FF0000,neuroWave I ENJOYED MY STAY neuroHeart neuroWave I ENJOYED MY STAY neuroHeart neuroWave I ENJOYED MY STAY neuroHeart ͏,True
11984,leiathrix,#FF69B4,neuroWave I ENJOYED MY STAY neuroHeart neuroWave I ENJOYED MY STAY neuroHeart neuroWave I ENJOYED MY STAY neuroHeart ͏,True
11994,suprsbg,#3A3AEB,neuroWave I ENJOYED MY STAY neuroHeart neuroWave I ENJOYED MY STAY neuroHeart neuroWave I ENJOYED MY STAY neuroHeart ͏,True
11994,filipten10,#FF0000,neuroWave I ENJOYED MY STAY neuroHeart neuroWave I ENJOYED MY STAY neuroHeart neuroWave I ENJOYED MY STAY neuroHeart ͏,True
11996,rogertu624,#9ACD32,vedalEvilWave vedalEvilWave vedalEvilWave vedalEvilWave love you vedalHeart vedalHeart vedalHeart vedalHeart vedalHeart vedalHeart,True
12000,poneytienne,#FFC8DD,neuroWave I ENJOYED MY STAY neuroHeart neuroWave I ENJOYED MY STAY neuroHeart neuroWave I ENJOYED MY STAY neuroHeart ͏,True
12001,xaendril,#DAA520,HAVE A GOOD NIGHT EVIL! vedalHeart vedalHeart vedalHeart vedalHeart vedalHeart,True
12002,lycan_magnaros,#0000FF,neuroWave I ENJOYED MY STAY neuroHeart neuroWave I ENJOYED MY STAY neuroHeart neuroWave I ENJOYED MY STAY neuroHeart ͏,True
12003,applesoffline,#FFFFFF,neuroWave I ENJOYED MY STAY neuroHeart neuroWave I ENJOYED MY STAY neuroHeart neuroWave I ENJOYED MY STAY neuroHeart,True
12008,fire_archers,#FF0000,neuroWave I ENJOYED MY STAY neuroHeart neuroWave I ENJOYED MY STAY neuroHeart neuroWave I ENJOYED MY STAY neuroHeart ͏,True
12022,foggyshen716,,vedalBonk OINK OINK SQUEAL SQUEAL vedalBonk OINK OINK SQUEAL SQUEAL,True
39,odian_,#047968,odian_ subscribed at Tier 1. They've subscribed for 25 months! ,True
40,cercyonchronos,#DAA520,"CercyonChronos subscribed at Tier 1. They've subscribed for 12 months, currently on a 12 month streak! 12 Months of Neuro LETSGO",True
44,jolinrabbit,#FF0000,"jolinrabbit subscribed at Tier 1. They've subscribed for 10 months, currently on a 10 month streak! vedalCheer vedalCheer vedalCheer",True
49,yellowcadet8,#DAA520,YellowCadet8 subscribed at Tier 1. They've subscribed for 9 months! vedalWave,True
59,chris96cross,#B22222,chris96cross subscribed at Tier 1. They've subscribed for 30 months! FlowerCatJAM EDM,True
63,vibe7394,#8A2BE2,vedalEvilCheer vedalCheer vedalEvilCheer vedalCheer vedalEvilCheer vedalCheer,True
72,tobiwonkanogy,#9ACD32,EvilDance NeuroDance EvilDance NeuroDance EvilDance NeuroDance neuroNODDERS neuroNODDERS neuroNODDERS,True
73,themybrick,#FF0000,"TheMybrick subscribed with Prime. They've subscribed for 2 months, currently on a 1 month streak! ",True
74,trey5498,#705959,"trey5498 subscribed at Tier 1. They've subscribed for 12 months, currently on a 12 month streak! ITS NEURO TIME!!!",True
76,everydaycola1,#EE5CEC,Everydaycola1 subscribed at Tier 1. They've subscribed for 20 months! nu,True
83,silver417,#DAA520,silver417 subscribed at Tier 1. They've subscribed for 11 months! vedalNURU vedalNURU vedalNURU vedalNURU vedalNURU vedalNURU vedalNURU vedalNURU vedalNURU vedalNURU vedalNURU vedalNURU vedalNURU,True
91,acube_xd,#FF69B4,Acube_xd subscribed at Tier 1. They've subscribed for 9 months! ,True
106,stany_d,#FF4500,"Nu is the thirteenth letter of the Greek alphabet, representing the voiced alveolar nasal [n]. In the system of Greek numerals it has a value of 50.",True
108,morphuno,,vedalCheer vedalCheer vedalCheer vedalCheer vedalCheer vedalNURU,True
112,ryuujou514,#FF7F50,vedalCheer vedalEvilCheer vedalCheer vedalEvilCheer vedalCheer,True
115,oakplays05,#1E90FF,vedalNURU vedalCheer vedalDance vedalNURU vedalCheer vedalDance vedalNURU vedalCheer vedalDance,True
128,zetsuboutadakota,#54FF4F,LETSGO NEURO MY QUEEN STREAM TODAY AND ALMOST EVERY DAY THISA WEEK neurowideStarege MyBeloved0,True
131,espie2923,,"Espie2923 subscribed at Tier 1. They've subscribed for 3 months, currently on a 2 month streak! vedalCheer",True
133,linneark,#9ACD32,rtgameRave rtgameWiggle rtgameWiggle rtgameRave rtgameWiggle rtgameRave,True
137,johnstevon,,vedalJam vedalCheer vedalNURU vedalJam vedalCheer vedalNURU vedalJam,True
138,theycallme_kap,#00FFF5,"TheyCallMe_Kap subscribed with Prime. They've subscribed for 9 months, currently on a 8 month streak! NURU",True
140,ormol_emberstone,#FF0000,Ormol_Emberstone subscribed at Tier 1. They've subscribed for 10 months! vedalNURU vedalNURU vedalNURU,True
145,trantez,#420069,"vedalEep Good Afternoon Neuro-sama, Vedal-sama, and Chat.",True
153,zetsuboutadakota,#54FF4F,LETSGO NEURO MY QUEEN STREAM TODAY AND ALMOST EVERY DAY THIS WEEK neurowideStarege MyBeloved0,True
153,ceo_of_dutchland,#FF0000,ceo_of_dutchland subscribed at Tier 1. They've subscribed for 2 months! Yo neuro is here,True
154,stahoo,#197C2A,"Stahoo subscribed with Prime. They've subscribed for 32 months, currently on a 32 month streak! jah",True
161,wrack3d,#00FF7F,"Oh e, oh ah ah, ting tang walla walla bing bang OMEGADANCEBUTFAST",True
165,vibe7394,#8A2BE2,vedalEvilCheer vedalCheer vedalEvilCheer vedalCheer vedalEvilCheer vedalCheer,True
171,am_i_cursed,#1E90FF,vedalJam vedalCheer vedalDance vedalNURU vedalDance vedalCheer vedalJam,True
177,xlenyia,#8A2BE2,xLenyia subscribed at Tier 1. They've subscribed for 17 months! ,True
203,wonderhoywahaha,#FF69B4,wonderhoywahaha subscribed at Tier 1. They've subscribed for 14 months! ,True
204,luchat_,#1E90FF,"Luchat_ subscribed with Prime. They've subscribed for 5 months, currently on a 5 month streak! Lets go neuroOnline !!!",True
218,babunzo,#FF0000,babunzo subscribed at Tier 1. They've subscribed for 22 months! NeuroCheer,True
233,lonk46,#FF69B4,I SEE doc_2022-07-26_02-58-16 I TYPE doc_2022-07-26_02-58-16,True
245,red_jar_1,#1E90FF,red_jar_1 subscribed at Tier 1. They've subscribed for 12 months! l0megaDumpy creShake l0megaDumpy creShake l0megaDumpy creShake l0megaDumpy creShake,True
249,stone2025,#8A2BE2,stone2025 subscribed at Tier 1. They've subscribed for 23 months! o7,True
252,ukkeli22123,#0000FF,doc_2022-07-26_02-58-16 IS LOVE doc_2022-07-26_02-58-16 IS LIFE,True
253,lordmara,#DCC080,"LordMara subscribed at Tier 1. They've subscribed for 11 months, currently on a 11 month streak! vedalCheer",True
260,yurithetabaxi,#FF7F50,doc_2022-07-26_02-58-16 IS LOVE doc_2022-07-26_02-58-16 IS LIFE,True
264,mezoranthepoor,,LIFE LESS THANLIFE LESS THAN 980k AWAY FROM 4 MILLION LET'S GO SWARM,True
270,niochacz4,#00FF7F,doc_2022-07-26_02-58-16 IS LOVE doc_2022-07-26_02-58-16 IS LIFE,True
275,johnstevon,,vedalDance vedalCheer vedalNURU vedalCheer vedalNURU vedalCheer vedalNURU vedalDance,True
290,theblobbus,#00BF00,"theblobbus subscribed with Prime. They've subscribed for 7 months, currently on a 7 month streak! ",True
296,djrobbyrobpdx,#8A2BE2,seasideIsForGroove seasideIsForGroove seasideIsForGroove,True
307,kiftikobra_4,#8A2BE2,neurocatohmygodshessocutemyheartcanttakeitthankyouvedalthankyouannyandthankyouneuroforexisting,True
312,protoss_wan,#B22222,"protoss_wan subscribed at Tier 1. They've subscribed for 26 months! @vedal987 highlight on dev stream, why Evil have 1 non regular stream while Neuro have 8 this month please.",True
316,kiftikobra_4,#8A2BE2,neurocatohmygodshessocutemyheartcanttakeitthankyouvedalthankyouannyandthankyouneuroforexisting RaveTime lerolero0,True
320,squiddinx,#5F9EA0,vedalCheer vedalCheer vedalCheer vedalNURU vedalNURU <3,True
321,niochacz4,#00FF7F,doc_2022-07-26_02-58-16 WIDEALERT <- Chat do this doc_2022-07-26_02-58-16 WIDEALERT <- Chat do this doc_2022-07-26_02-58-16 WIDEALERT <- Chat do this,True
344,felidaefelicis,#1E90FF,bajiFuri bajiHype bajiCHEER yfuLigstick yfuRave1 henyaCheer henyaCheerdance cerbyRave1 cerbyRave2 cerbyRave limesRave limesCheer rimaevRave alexan31Hype saiiRave saiiCheer saiiRGB shoomBreakdance shoomJam shoomRAAAAAAAAA shoomRave demeRave demeRobert demeCheer,True
348,oakplays05,#1E90FF,vedalJam vedalCheer vedalJam vedalNURU vedalCheer vedalJam vedalNURU vedalCheer,True
352,gamingglatiator,#FF5F00,doc_2022-07-26_02-58-16 wideRAVE wave0 WIDEALERT neuroClapping,True
363,gamingglatiator,#FF5F00,doc_2022-07-26_02-58-16  wideRAVE wave0 WIDEALERT neuroClapping,True
363,oakplays05,#1E90FF,vedalJam vedalCheer vedalNURU vedalJam vedalCheer vedalNURU vedalJam vedalCheer vedalNURU vedalJam vedalCheer vedalNURU vedalWave,True
368,bigbuckies,#FF69B4,doc_2022-07-26_02-58-16 WIDEALERT LAST SPOTTED IF YOU HAVE ANY INFO CONTACT VEDAL987 doc_2022-07-26_02-58-16 WIDEALERT,True
376,gamingglatiator,#FF5F00,doc_2022-07-26_02-58-16 wideRAVE wave0 WIDEALERT neuroClapping,True
391,neural_sama,#FF69B4,MercyWing1 evilJam MercyWing2 MercyWing1 vedalPray MercyWing2 MercyWing1 evilJam MercyWing2 MercyWing1 vedalPray MercyWing2,True
401,panpiotr_,#B22222,PanPiotr_ subscribed at Tier 1. They've subscribed for 23 months! Hi,True
404,pacisucker,#8A2BE2,"pacisucker subscribed at Tier 1. They've subscribed for 25 months, currently on a 25 month streak! neuroSoCute neuroTail PETPET",True
406,cosmicneurons,,"CosmicNeurons subscribed at Tier 1. They've subscribed for 11 months, currently on a 11 month streak! Hi Neuro! vedalWave vedalHeart",True
407,laaakuu,#00C3FF,"laaakuu subscribed at Tier 1. They've subscribed for 31 months, currently on a 31 month streak! Hi neuro neuroWave",True
408,ve415,#1E90FF,vedalDance fillySpin syadouDance minibotCodeBugDance shoomBreakdance cweamYump,True
408,level7catgirl,#68C490,"Cheer500 Swarm Reporting in. Weapon “NU RO” is at full operation and ready to fire! ready and waiting for your command, General Neuro Sama!",True
408,tagathan_,#008000,Tagathan_ subscribed at Tier 1. They've subscribed for 31 months! vedalPet vedalPet vedalPet,True
409,hashsticks0,#00FF7F,Hi Neuro aquwaBeam aquwaBeam aquwaBeam aquwaBeam aquwaBeam,True
413,itskylehey,#DAA520,"itsKyleHey subscribed at Tier 1. They've subscribed for 23 months, currently on a 22 month streak! ",True
417,beaverpal,#00FF7F,hiiiiiiiiiiii neeeeuuuuroooooooooooo!! vedalWave vedalWave vedalWave vedalWave,True
421,hangman96_hs,#0000FF,"hangman96_hs subscribed at Tier 1. They've subscribed for 9 months, currently on a 9 month streak! vedalWave",True
428,wolfieprime,#1E90FF,"WolfiePrime subscribed at Tier 1. They've subscribed for 11 months, currently on a 11 month streak! vedalWave 11 months with my favorite AI! You are so awesome Neuro! vedalHeart",True
429,storebo_,#1E90FF,storebo_ subscribed at Tier 1. They've subscribed for 9 months! :),True
430,anbiliveable,#1E90FF,"AnbiLiveAble subscribed at Tier 1. They've subscribed for 22 months, currently on a 18 month streak! nu",True
432,andialwayscomeback,#FF69B4,"andialwayscomeback subscribed at Tier 1. They've subscribed for 9 months, currently on a 7 month streak! niuh",True
